dataset,instancia,n,R,archivo
densidad-baja,BAJA-29,29,4,instancias/densidad-baja/BAJA-29.txt
densidad-baja,BAJA-30,30,5,instancias/densidad-baja/BAJA-30.txt
densidad-baja,BAJA-31,31,5,instancias/densidad-baja/BAJA-31.txt
densidad-baja,BAJA-32,32,5,instancias/densidad-baja/BAJA-32.txt
densidad-baja,BAJA-33,33,5,instancias/densidad-baja/BAJA-33.txt
densidad-baja,BAJA-34,34,5,instancias/densidad-baja/BAJA-34.txt
densidad-baja,BAJA-35,35,5,instancias/densidad-baja/BAJA-35.txt
densidad-baja,BAJA-36,36,6,instancias/densidad-baja/BAJA-36.txt
densidad-baja,BAJA-37,37,6,instancias/densidad-baja/BAJA-37.txt
densidad-baja,BAJA-38,38,6,instancias/densidad-baja/BAJA-38.txt
densidad-baja,BAJA-39,39,6,instancias/densidad-baja/BAJA-39.txt
densidad-baja,BAJA-40,40,6,instancias/densidad-baja/BAJA-40.txt
densidad-baja,BAJA-41,41,6,instancias/densidad-baja/BAJA-41.txt
densidad-baja,BAJA-42,42,7,instancias/densidad-baja/BAJA-42.txt
densidad-baja,BAJA-43,43,7,instancias/densidad-baja/BAJA-43.txt
densidad-baja,BAJA-44,44,7,instancias/densidad-baja/BAJA-44.txt
densidad-baja,BAJA-45,45,7,instancias/densidad-baja/BAJA-45.txt
densidad-baja,BAJA-46,46,7,instancias/densidad-baja/BAJA-46.txt
densidad-baja,BAJA-47,47,7,instancias/densidad-baja/BAJA-47.txt
densidad-baja,BAJA-48,48,8,instancias/densidad-baja/BAJA-48.txt
densidad-baja,BAJA-49,49,8,instancias/densidad-baja/BAJA-49.txt
densidad-baja,BAJA-50,50,8,instancias/densidad-baja/BAJA-50.txt
densidad-baja,BAJA-51,51,8,instancias/densidad-baja/BAJA-51.txt
densidad-baja,BAJA-52,52,8,instancias/densidad-baja/BAJA-52.txt
densidad-baja,BAJA-53,53,8,instancias/densidad-baja/BAJA-53.txt
densidad-baja,BAJA-54,54,9,instancias/densidad-baja/BAJA-54.txt
densidad-baja,BAJA-55,55,9,instancias/densidad-baja/BAJA-55.txt
densidad-baja,BAJA-56,56,9,instancias/densidad-baja/BAJA-56.txt
densidad-baja,BAJA-57,57,9,instancias/densidad-baja/BAJA-57.txt
densidad-baja,BAJA-58,58,9,instancias/densidad-baja/BAJA-58.txt
densidad-baja,BAJA-59,59,9,instancias/densidad-baja/BAJA-59.txt
densidad-baja,BAJA-60,60,10,instancias/densidad-baja/BAJA-60.txt
densidad-baja,BAJA-61,61,10,instancias/densidad-baja/BAJA-61.txt
densidad-baja,BAJA-62,62,10,instancias/densidad-baja/BAJA-62.txt
densidad-baja,BAJA-63,63,10,instancias/densidad-baja/BAJA-63.txt
densidad-baja,BAJA-64,64,10,instancias/densidad-baja/BAJA-64.txt
densidad-baja,BAJA-65,65,10,instancias/densidad-baja/BAJA-65.txt
densidad-baja,BAJA-66,66,11,instancias/densidad-baja/BAJA-66.txt
densidad-baja,BAJA-67,67,11,instancias/densidad-baja/BAJA-67.txt
densidad-baja,BAJA-68,68,11,instancias/densidad-baja/BAJA-68.txt
densidad-baja,BAJA-69,69,11,instancias/densidad-baja/BAJA-69.txt
densidad-baja,BAJA-70,70,11,instancias/densidad-baja/BAJA-70.txt
densidad-baja,BAJA-71,71,11,instancias/densidad-baja/BAJA-71.txt
densidad-baja,BAJA-72,72,12,instancias/densidad-baja/BAJA-72.txt
densidad-baja,BAJA-73,73,12,instancias/densidad-baja/BAJA-73.txt
densidad-baja,BAJA-74,74,12,instancias/densidad-baja/BAJA-74.txt
densidad-baja,BAJA-75,75,12,instancias/densidad-baja/BAJA-75.txt
densidad-baja,BAJA-76,76,12,instancias/densidad-baja/BAJA-76.txt
densidad-baja,BAJA-77,77,12,instancias/densidad-baja/BAJA-77.txt
densidad-baja,BAJA-78,78,13,instancias/densidad-baja/BAJA-78.txt
densidad-baja,BAJA-79,79,13,instancias/densidad-baja/BAJA-79.txt
densidad-baja,BAJA-80,80,13,instancias/densidad-baja/BAJA-80.txt
densidad-baja,BAJA-81,81,13,instancias/densidad-baja/BAJA-81.txt
densidad-baja,BAJA-82,82,13,instancias/densidad-baja/BAJA-82.txt
densidad-baja,BAJA-83,83,13,instancias/densidad-baja/BAJA-83.txt
densidad-baja,BAJA-84,84,14,instancias/densidad-baja/BAJA-84.txt
densidad-baja,BAJA-85,85,14,instancias/densidad-baja/BAJA-85.txt
densidad-baja,BAJA-86,86,14,instancias/densidad-baja/BAJA-86.txt
densidad-baja,BAJA-87,87,14,instancias/densidad-baja/BAJA-87.txt
densidad-baja,BAJA-88,88,14,instancias/densidad-baja/BAJA-88.txt
densidad-baja,BAJA-89,89,14,instancias/densidad-baja/BAJA-89.txt
densidad-baja,BAJA-90,90,15,instancias/densidad-baja/BAJA-90.txt
densidad-baja,BAJA-91,91,15,instancias/densidad-baja/BAJA-91.txt
densidad-baja,BAJA-92,92,15,instancias/densidad-baja/BAJA-92.txt
densidad-baja,BAJA-93,93,15,instancias/densidad-baja/BAJA-93.txt
densidad-baja,BAJA-94,94,15,instancias/densidad-baja/BAJA-94.txt
densidad-baja,BAJA-95,95,15,instancias/densidad-baja/BAJA-95.txt
densidad-baja,BAJA-96,96,16,instancias/densidad-baja/BAJA-96.txt
densidad-baja,BAJA-97,97,16,instancias/densidad-baja/BAJA-97.txt
densidad-baja,BAJA-98,98,16,instancias/densidad-baja/BAJA-98.txt
densidad-baja,BAJA-99,99,16,instancias/densidad-baja/BAJA-99.txt
densidad-baja,BAJA-100,100,16,instancias/densidad-baja/BAJA-100.txt
densidad-baja,BAJA-101,101,16,instancias/densidad-baja/BAJA-101.txt
densidad-baja,BAJA-102,102,17,instancias/densidad-baja/BAJA-102.txt
densidad-baja,BAJA-103,103,17,instancias/densidad-baja/BAJA-103.txt
densidad-baja,BAJA-104,104,17,instancias/densidad-baja/BAJA-104.txt
densidad-baja,BAJA-105,105,17,instancias/densidad-baja/BAJA-105.txt
densidad-baja,BAJA-106,106,17,instancias/densidad-baja/BAJA-106.txt
densidad-baja,BAJA-107,107,17,instancias/densidad-baja/BAJA-107.txt
densidad-baja,BAJA-108,108,18,instancias/densidad-baja/BAJA-108.txt
densidad-baja,BAJA-109,109,18,instancias/densidad-baja/BAJA-109.txt
densidad-baja,BAJA-110,110,18,instancias/densidad-baja/BAJA-110.txt
densidad-baja,BAJA-111,111,18,instancias/densidad-baja/BAJA-111.txt
densidad-baja,BAJA-112,112,18,instancias/densidad-baja/BAJA-112.txt
densidad-baja,BAJA-113,113,18,instancias/densidad-baja/BAJA-113.txt
densidad-baja,BAJA-114,114,19,instancias/densidad-baja/BAJA-114.txt
densidad-baja,BAJA-115,115,19,instancias/densidad-baja/BAJA-115.txt
densidad-baja,BAJA-116,116,19,instancias/densidad-baja/BAJA-116.txt
densidad-baja,BAJA-117,117,19,instancias/densidad-baja/BAJA-117.txt
densidad-baja,BAJA-118,118,19,instancias/densidad-baja/BAJA-118.txt
densidad-baja,BAJA-119,119,19,instancias/densidad-baja/BAJA-119.txt
densidad-baja,BAJA-120,120,20,instancias/densidad-baja/BAJA-120.txt
densidad-baja,BAJA-121,121,20,instancias/densidad-baja/BAJA-121.txt
densidad-baja,BAJA-122,122,20,instancias/densidad-baja/BAJA-122.txt
densidad-baja,BAJA-123,123,20,instancias/densidad-baja/BAJA-123.txt
densidad-baja,BAJA-124,124,20,instancias/densidad-baja/BAJA-124.txt
densidad-baja,BAJA-125,125,20,instancias/densidad-baja/BAJA-125.txt
densidad-baja,BAJA-126,126,21,instancias/densidad-baja/BAJA-126.txt
densidad-baja,BAJA-127,127,21,instancias/densidad-baja/BAJA-127.txt
densidad-baja,BAJA-128,128,21,instancias/densidad-baja/BAJA-128.txt
densidad-baja,BAJA-129,129,21,instancias/densidad-baja/BAJA-129.txt
densidad-baja,BAJA-130,130,21,instancias/densidad-baja/BAJA-130.txt
densidad-baja,BAJA-131,131,21,instancias/densidad-baja/BAJA-131.txt
densidad-baja,BAJA-132,132,22,instancias/densidad-baja/BAJA-132.txt
densidad-baja,BAJA-133,133,22,instancias/densidad-baja/BAJA-133.txt
densidad-baja,BAJA-134,134,22,instancias/densidad-baja/BAJA-134.txt
densidad-baja,BAJA-135,135,22,instancias/densidad-baja/BAJA-135.txt
densidad-baja,BAJA-136,136,22,instancias/densidad-baja/BAJA-136.txt
densidad-baja,BAJA-137,137,22,instancias/densidad-baja/BAJA-137.txt
densidad-baja,BAJA-138,138,23,instancias/densidad-baja/BAJA-138.txt
densidad-baja,BAJA-139,139,23,instancias/densidad-baja/BAJA-139.txt
densidad-baja,BAJA-140,140,23,instancias/densidad-baja/BAJA-140.txt
densidad-baja,BAJA-141,141,23,instancias/densidad-baja/BAJA-141.txt
densidad-baja,BAJA-142,142,23,instancias/densidad-baja/BAJA-142.txt
densidad-baja,BAJA-143,143,23,instancias/densidad-baja/BAJA-143.txt
densidad-baja,BAJA-144,144,24,instancias/densidad-baja/BAJA-144.txt
densidad-baja,BAJA-145,145,24,instancias/densidad-baja/BAJA-145.txt
densidad-baja,BAJA-146,146,24,instancias/densidad-baja/BAJA-146.txt
densidad-baja,BAJA-147,147,24,instancias/densidad-baja/BAJA-147.txt
densidad-baja,BAJA-148,148,24,instancias/densidad-baja/BAJA-148.txt
densidad-baja,BAJA-149,149,24,instancias/densidad-baja/BAJA-149.txt
densidad-baja,BAJA-150,150,25,instancias/densidad-baja/BAJA-150.txt
densidad-baja,BAJA-151,151,25,instancias/densidad-baja/BAJA-151.txt
densidad-baja,BAJA-152,152,25,instancias/densidad-baja/BAJA-152.txt
densidad-baja,BAJA-153,153,25,instancias/densidad-baja/BAJA-153.txt
densidad-baja,BAJA-154,154,25,instancias/densidad-baja/BAJA-154.txt
densidad-baja,BAJA-155,155,25,instancias/densidad-baja/BAJA-155.txt
densidad-baja,BAJA-156,156,26,instancias/densidad-baja/BAJA-156.txt
densidad-baja,BAJA-157,157,26,instancias/densidad-baja/BAJA-157.txt
densidad-baja,BAJA-158,158,26,instancias/densidad-baja/BAJA-158.txt
densidad-baja,BAJA-159,159,26,instancias/densidad-baja/BAJA-159.txt
densidad-baja,BAJA-160,160,26,instancias/densidad-baja/BAJA-160.txt
densidad-baja,BAJA-161,161,26,instancias/densidad-baja/BAJA-161.txt
densidad-baja,BAJA-162,162,27,instancias/densidad-baja/BAJA-162.txt
densidad-baja,BAJA-163,163,27,instancias/densidad-baja/BAJA-163.txt
densidad-baja,BAJA-164,164,27,instancias/densidad-baja/BAJA-164.txt
densidad-baja,BAJA-165,165,27,instancias/densidad-baja/BAJA-165.txt
densidad-baja,BAJA-166,166,27,instancias/densidad-baja/BAJA-166.txt
densidad-baja,BAJA-167,167,27,instancias/densidad-baja/BAJA-167.txt
densidad-baja,BAJA-168,168,28,instancias/densidad-baja/BAJA-168.txt
densidad-baja,BAJA-169,169,28,instancias/densidad-baja/BAJA-169.txt
densidad-baja,BAJA-170,170,28,instancias/densidad-baja/BAJA-170.txt
densidad-baja,BAJA-171,171,28,instancias/densidad-baja/BAJA-171.txt
densidad-baja,BAJA-172,172,28,instancias/densidad-baja/BAJA-172.txt
densidad-baja,BAJA-173,173,28,instancias/densidad-baja/BAJA-173.txt
densidad-baja,BAJA-174,174,29,instancias/densidad-baja/BAJA-174.txt
densidad-baja,BAJA-175,175,29,instancias/densidad-baja/BAJA-175.txt
densidad-baja,BAJA-176,176,29,instancias/densidad-baja/BAJA-176.txt
densidad-baja,BAJA-177,177,29,instancias/densidad-baja/BAJA-177.txt
densidad-baja,BAJA-178,178,29,instancias/densidad-baja/BAJA-178.txt
densidad-baja,BAJA-179,179,29,instancias/densidad-baja/BAJA-179.txt
densidad-baja,BAJA-180,180,30,instancias/densidad-baja/BAJA-180.txt
densidad-baja,BAJA-181,181,30,instancias/densidad-baja/BAJA-181.txt
densidad-baja,BAJA-182,182,30,instancias/densidad-baja/BAJA-182.txt
densidad-baja,BAJA-183,183,30,instancias/densidad-baja/BAJA-183.txt
densidad-baja,BAJA-184,184,30,instancias/densidad-baja/BAJA-184.txt
densidad-baja,BAJA-185,185,30,instancias/densidad-baja/BAJA-185.txt
densidad-baja,BAJA-186,186,31,instancias/densidad-baja/BAJA-186.txt
densidad-baja,BAJA-187,187,31,instancias/densidad-baja/BAJA-187.txt
densidad-baja,BAJA-188,188,31,instancias/densidad-baja/BAJA-188.txt
densidad-baja,BAJA-189,189,31,instancias/densidad-baja/BAJA-189.txt
densidad-baja,BAJA-190,190,31,instancias/densidad-baja/BAJA-190.txt
densidad-baja,BAJA-191,191,31,instancias/densidad-baja/BAJA-191.txt
densidad-baja,BAJA-192,192,32,instancias/densidad-baja/BAJA-192.txt
densidad-baja,BAJA-193,193,32,instancias/densidad-baja/BAJA-193.txt
densidad-baja,BAJA-194,194,32,instancias/densidad-baja/BAJA-194.txt
densidad-baja,BAJA-195,195,32,instancias/densidad-baja/BAJA-195.txt
densidad-baja,BAJA-196,196,32,instancias/densidad-baja/BAJA-196.txt
densidad-baja,BAJA-197,197,32,instancias/densidad-baja/BAJA-197.txt
densidad-baja,BAJA-198,198,33,instancias/densidad-baja/BAJA-198.txt
densidad-baja,BAJA-199,199,33,instancias/densidad-baja/BAJA-199.txt
densidad-baja,BAJA-200,200,33,instancias/densidad-baja/BAJA-200.txt
dinamica,DP-1,1,1,instancias/dinamica/DP-1.txt
dinamica,DP-2,2,3,instancias/dinamica/DP-2.txt
dinamica,DP-3,3,6,instancias/dinamica/DP-3.txt
dinamica,DP-4,4,10,instancias/dinamica/DP-4.txt
dinamica,DP-5,5,15,instancias/dinamica/DP-5.txt
dinamica,DP-6,6,21,instancias/dinamica/DP-6.txt
dinamica,DP-7,7,28,instancias/dinamica/DP-7.txt
dinamica,DP-8,8,36,instancias/dinamica/DP-8.txt
dinamica,DP-9,9,45,instancias/dinamica/DP-9.txt
dinamica,DP-10,10,55,instancias/dinamica/DP-10.txt
dinamica,DP-11,11,66,instancias/dinamica/DP-11.txt
dinamica,DP-12,12,78,instancias/dinamica/DP-12.txt
dinamica,DP-13,13,91,instancias/dinamica/DP-13.txt
dinamica,DP-14,14,105,instancias/dinamica/DP-14.txt
dinamica,DP-15,15,120,instancias/dinamica/DP-15.txt
dinamica,DP-16,16,136,instancias/dinamica/DP-16.txt
dinamica,DP-17,17,153,instancias/dinamica/DP-17.txt
dinamica,DP-18,18,171,instancias/dinamica/DP-18.txt
dinamica,DP-19,19,190,instancias/dinamica/DP-19.txt
dinamica,DP-20,20,210,instancias/dinamica/DP-20.txt
dinamica,DP-21,21,231,instancias/dinamica/DP-21.txt
dinamica,DP-22,22,253,instancias/dinamica/DP-22.txt
dinamica,DP-23,23,276,instancias/dinamica/DP-23.txt
dinamica,DP-24,24,300,instancias/dinamica/DP-24.txt
dinamica,DP-25,25,325,instancias/dinamica/DP-25.txt
dinamica,DP-26,26,351,instancias/dinamica/DP-26.txt
dinamica,DP-27,27,378,instancias/dinamica/DP-27.txt
dinamica,DP-28,28,406,instancias/dinamica/DP-28.txt
dinamica,DP-29,29,435,instancias/dinamica/DP-29.txt
dinamica,DP-30,30,465,instancias/dinamica/DP-30.txt
dinamica,DP-31,31,496,instancias/dinamica/DP-31.txt
dinamica,DP-32,32,528,instancias/dinamica/DP-32.txt
dinamica,DP-33,33,561,instancias/dinamica/DP-33.txt
dinamica,DP-34,34,595,instancias/dinamica/DP-34.txt
dinamica,DP-35,35,630,instancias/dinamica/DP-35.txt
dinamica,DP-36,36,666,instancias/dinamica/DP-36.txt
dinamica,DP-37,37,703,instancias/dinamica/DP-37.txt
dinamica,DP-38,38,741,instancias/dinamica/DP-38.txt
dinamica,DP-39,39,780,instancias/dinamica/DP-39.txt
dinamica,DP-40,40,820,instancias/dinamica/DP-40.txt
dinamica,DP-41,41,861,instancias/dinamica/DP-41.txt
dinamica,DP-42,42,903,instancias/dinamica/DP-42.txt
dinamica,DP-43,43,946,instancias/dinamica/DP-43.txt
dinamica,DP-44,44,990,instancias/dinamica/DP-44.txt
dinamica,DP-45,45,1035,instancias/dinamica/DP-45.txt
dinamica,DP-46,46,1081,instancias/dinamica/DP-46.txt
dinamica,DP-47,47,1128,instancias/dinamica/DP-47.txt
dinamica,DP-48,48,1176,instancias/dinamica/DP-48.txt
dinamica,DP-49,49,1225,instancias/dinamica/DP-49.txt
dinamica,DP-50,50,1275,instancias/dinamica/DP-50.txt
dinamica,DP-51,51,1326,instancias/dinamica/DP-51.txt
dinamica,DP-52,52,1378,instancias/dinamica/DP-52.txt
dinamica,DP-53,53,1431,instancias/dinamica/DP-53.txt
dinamica,DP-54,54,1485,instancias/dinamica/DP-54.txt
dinamica,DP-55,55,1540,instancias/dinamica/DP-55.txt
dinamica,DP-56,56,1596,instancias/dinamica/DP-56.txt
dinamica,DP-57,57,1653,instancias/dinamica/DP-57.txt
dinamica,DP-58,58,1711,instancias/dinamica/DP-58.txt
dinamica,DP-59,59,1770,instancias/dinamica/DP-59.txt
dinamica,DP-60,60,1830,instancias/dinamica/DP-60.txt
dinamica,DP-61,61,1891,instancias/dinamica/DP-61.txt
dinamica,DP-62,62,1953,instancias/dinamica/DP-62.txt
dinamica,DP-63,63,2016,instancias/dinamica/DP-63.txt
dinamica,DP-64,64,2080,instancias/dinamica/DP-64.txt
dinamica,DP-65,65,2145,instancias/dinamica/DP-65.txt
dinamica,DP-66,66,2211,instancias/dinamica/DP-66.txt
dinamica,DP-67,67,2278,instancias/dinamica/DP-67.txt
dinamica,DP-68,68,2346,instancias/dinamica/DP-68.txt
dinamica,DP-69,69,2415,instancias/dinamica/DP-69.txt
dinamica,DP-70,70,2485,instancias/dinamica/DP-70.txt
dinamica,DP-71,71,2556,instancias/dinamica/DP-71.txt
dinamica,DP-72,72,2628,instancias/dinamica/DP-72.txt
dinamica,DP-73,73,2701,instancias/dinamica/DP-73.txt
dinamica,DP-74,74,2775,instancias/dinamica/DP-74.txt
dinamica,DP-75,75,2850,instancias/dinamica/DP-75.txt
dinamica,DP-76,76,2926,instancias/dinamica/DP-76.txt
dinamica,DP-77,77,3003,instancias/dinamica/DP-77.txt
dinamica,DP-78,78,3081,instancias/dinamica/DP-78.txt
dinamica,DP-79,79,3160,instancias/dinamica/DP-79.txt
dinamica,DP-80,80,3240,instancias/dinamica/DP-80.txt
dinamica,DP-81,81,3321,instancias/dinamica/DP-81.txt
dinamica,DP-82,82,3403,instancias/dinamica/DP-82.txt
dinamica,DP-83,83,3486,instancias/dinamica/DP-83.txt
dinamica,DP-84,84,3570,instancias/dinamica/DP-84.txt
dinamica,DP-85,85,3655,instancias/dinamica/DP-85.txt
dinamica,DP-86,86,3741,instancias/dinamica/DP-86.txt
dinamica,DP-87,87,3828,instancias/dinamica/DP-87.txt
dinamica,DP-88,88,3916,instancias/dinamica/DP-88.txt
dinamica,DP-89,89,4005,instancias/dinamica/DP-89.txt
dinamica,DP-90,90,4095,instancias/dinamica/DP-90.txt
dinamica,DP-91,91,4186,instancias/dinamica/DP-91.txt
dinamica,DP-92,92,4278,instancias/dinamica/DP-92.txt
dinamica,DP-93,93,4371,instancias/dinamica/DP-93.txt
dinamica,DP-94,94,4465,instancias/dinamica/DP-94.txt
dinamica,DP-95,95,4560,instancias/dinamica/DP-95.txt
dinamica,DP-96,96,4656,instancias/dinamica/DP-96.txt
dinamica,DP-97,97,4753,instancias/dinamica/DP-97.txt
dinamica,DP-98,98,4851,instancias/dinamica/DP-98.txt
dinamica,DP-99,99,4950,instancias/dinamica/DP-99.txt
dinamica,DP-100,100,5050,instancias/dinamica/DP-100.txt
dinamica,DP-101,101,5151,instancias/dinamica/DP-101.txt
dinamica,DP-102,102,5253,instancias/dinamica/DP-102.txt
dinamica,DP-103,103,5356,instancias/dinamica/DP-103.txt
dinamica,DP-104,104,5460,instancias/dinamica/DP-104.txt
dinamica,DP-105,105,5565,instancias/dinamica/DP-105.txt
dinamica,DP-106,106,5671,instancias/dinamica/DP-106.txt
dinamica,DP-107,107,5778,instancias/dinamica/DP-107.txt
dinamica,DP-108,108,5886,instancias/dinamica/DP-108.txt
dinamica,DP-109,109,5995,instancias/dinamica/DP-109.txt
dinamica,DP-110,110,6105,instancias/dinamica/DP-110.txt
dinamica,DP-111,111,6216,instancias/dinamica/DP-111.txt
dinamica,DP-112,112,6328,instancias/dinamica/DP-112.txt
dinamica,DP-113,113,6441,instancias/dinamica/DP-113.txt
dinamica,DP-114,114,6555,instancias/dinamica/DP-114.txt
dinamica,DP-115,115,6670,instancias/dinamica/DP-115.txt
dinamica,DP-116,116,6786,instancias/dinamica/DP-116.txt
dinamica,DP-117,117,6903,instancias/dinamica/DP-117.txt
dinamica,DP-118,118,7021,instancias/dinamica/DP-118.txt
dinamica,DP-119,119,7140,instancias/dinamica/DP-119.txt
dinamica,DP-120,120,7260,instancias/dinamica/DP-120.txt
dinamica,DP-121,121,7381,instancias/dinamica/DP-121.txt
dinamica,DP-122,122,7503,instancias/dinamica/DP-122.txt
dinamica,DP-123,123,7626,instancias/dinamica/DP-123.txt
dinamica,DP-124,124,7750,instancias/dinamica/DP-124.txt
dinamica,DP-125,125,7875,instancias/dinamica/DP-125.txt
dinamica,DP-126,126,8001,instancias/dinamica/DP-126.txt
dinamica,DP-127,127,8128,instancias/dinamica/DP-127.txt
dinamica,DP-128,128,8256,instancias/dinamica/DP-128.txt
dinamica,DP-129,129,8385,instancias/dinamica/DP-129.txt
dinamica,DP-130,130,8515,instancias/dinamica/DP-130.txt
dinamica,DP-131,131,8646,instancias/dinamica/DP-131.txt
dinamica,DP-132,132,8778,instancias/dinamica/DP-132.txt
dinamica,DP-133,133,8911,instancias/dinamica/DP-133.txt
dinamica,DP-134,134,9045,instancias/dinamica/DP-134.txt
dinamica,DP-135,135,9180,instancias/dinamica/DP-135.txt
dinamica,DP-136,136,9316,instancias/dinamica/DP-136.txt
dinamica,DP-137,137,9453,instancias/dinamica/DP-137.txt
dinamica,DP-138,138,9591,instancias/dinamica/DP-138.txt
dinamica,DP-139,139,9730,instancias/dinamica/DP-139.txt
dinamica,DP-140,140,9870,instancias/dinamica/DP-140.txt
dinamica,DP-141,141,10011,instancias/dinamica/DP-141.txt
dinamica,DP-142,142,10153,instancias/dinamica/DP-142.txt
dinamica,DP-143,143,10296,instancias/dinamica/DP-143.txt
dinamica,DP-144,144,10440,instancias/dinamica/DP-144.txt
dinamica,DP-145,145,10585,instancias/dinamica/DP-145.txt
dinamica,DP-146,146,10731,instancias/dinamica/DP-146.txt
dinamica,DP-147,147,10878,instancias/dinamica/DP-147.txt
dinamica,DP-148,148,11026,instancias/dinamica/DP-148.txt
dinamica,DP-149,149,11175,instancias/dinamica/DP-149.txt
dinamica,DP-150,150,11325,instancias/dinamica/DP-150.txt
dinamica,DP-151,151,11476,instancias/dinamica/DP-151.txt
dinamica,DP-152,152,11628,instancias/dinamica/DP-152.txt
dinamica,DP-153,153,11781,instancias/dinamica/DP-153.txt
dinamica,DP-154,154,11935,instancias/dinamica/DP-154.txt
dinamica,DP-155,155,12090,instancias/dinamica/DP-155.txt
dinamica,DP-156,156,12246,instancias/dinamica/DP-156.txt
dinamica,DP-157,157,12403,instancias/dinamica/DP-157.txt
dinamica,DP-158,158,12561,instancias/dinamica/DP-158.txt
dinamica,DP-159,159,12720,instancias/dinamica/DP-159.txt
dinamica,DP-160,160,12880,instancias/dinamica/DP-160.txt
dinamica,DP-161,161,13041,instancias/dinamica/DP-161.txt
dinamica,DP-162,162,13203,instancias/dinamica/DP-162.txt
dinamica,DP-163,163,13366,instancias/dinamica/DP-163.txt
dinamica,DP-164,164,13530,instancias/dinamica/DP-164.txt
dinamica,DP-165,165,13695,instancias/dinamica/DP-165.txt
dinamica,DP-166,166,13861,instancias/dinamica/DP-166.txt
dinamica,DP-167,167,14028,instancias/dinamica/DP-167.txt
dinamica,DP-168,168,14196,instancias/dinamica/DP-168.txt
dinamica,DP-169,169,14365,instancias/dinamica/DP-169.txt
dinamica,DP-170,170,14535,instancias/dinamica/DP-170.txt
dinamica,DP-171,171,14706,instancias/dinamica/DP-171.txt
dinamica,DP-172,172,14878,instancias/dinamica/DP-172.txt
dinamica,DP-173,173,15051,instancias/dinamica/DP-173.txt
dinamica,DP-174,174,15225,instancias/dinamica/DP-174.txt
dinamica,DP-175,175,15400,instancias/dinamica/DP-175.txt
dinamica,DP-176,176,15576,instancias/dinamica/DP-176.txt
dinamica,DP-177,177,15753,instancias/dinamica/DP-177.txt
dinamica,DP-178,178,15931,instancias/dinamica/DP-178.txt
dinamica,DP-179,179,16110,instancias/dinamica/DP-179.txt
dinamica,DP-180,180,16290,instancias/dinamica/DP-180.txt
dinamica,DP-181,181,16471,instancias/dinamica/DP-181.txt
dinamica,DP-182,182,16653,instancias/dinamica/DP-182.txt
dinamica,DP-183,183,16836,instancias/dinamica/DP-183.txt
dinamica,DP-184,184,17020,instancias/dinamica/DP-184.txt
dinamica,DP-185,185,17205,instancias/dinamica/DP-185.txt
dinamica,DP-186,186,17391,instancias/dinamica/DP-186.txt
dinamica,DP-187,187,17578,instancias/dinamica/DP-187.txt
dinamica,DP-188,188,17766,instancias/dinamica/DP-188.txt
dinamica,DP-189,189,17955,instancias/dinamica/DP-189.txt
dinamica,DP-190,190,18145,instancias/dinamica/DP-190.txt
dinamica,DP-191,191,18336,instancias/dinamica/DP-191.txt
dinamica,DP-192,192,18528,instancias/dinamica/DP-192.txt
dinamica,DP-193,193,18721,instancias/dinamica/DP-193.txt
dinamica,DP-194,194,18915,instancias/dinamica/DP-194.txt
